"id","gender","overallei_allitems","perceptions","own","others","utilization","sincerity","fairness","greedavoidance","modesty","fearfulness","anxiety","dependence","sentimentality","socialselfesteem","socialboldness","sociability","liveliness","forgiveness","gentleness","flexibility","patience","organization","diligence","perfectionism","prudence","aestheticappreciation","inquisitiveness","creativity","unconventionality"
95,"female",3.24242424242424,4.1,3.33333333333333,3.625,3.83333333333333,3.875,4.25,3.75,3.375,2,2.25,3.375,3.625,3,3.75,2.375,2.875,2.625,2.25,3,4,4,4.125,3.5,4.25,4.375,4.25,4,3.75
1163,"female",3.51515151515152,4.2,4.55555555555556,4.5,4.16666666666667,3.875,4.25,3.75,4.75,1.75,3.5,1.625,4.25,5,4.125,3.5,4.875,4.375,4.125,3.125,3.5,3.5,4.25,3.25,4.125,3.875,4.125,3.75,4.125
705,"female",3.15151515151515,4.4,4.22222222222222,4.25,4,3.625,4,2.75,3.125,2.25,2.875,3.25,4.25,4.375,4.375,3.875,4.125,3.75,3.75,2.75,3.125,3.25,3.75,4.5,3.25,4.375,4,4.75,4.375
1231,"male",3.06060606060606,3.2,3.77777777777778,3.125,3.66666666666667,3.75,4.375,3.25,3.5,3.375,3,3.125,3,4.375,3.625,3.25,3.75,2.75,3.125,3.375,3.625,3.375,4,3.5,3.625,4.125,3.875,3.5,3.5
465,"male",3.03030303030303,3.5,3.77777777777778,3.75,3.83333333333333,3.875,3.875,3.75,4,3.25,3.125,3.125,3.25,4.5,3.125,3.75,3.75,2.625,3.375,3.5,3.25,3.75,4.125,3,3.75,2.875,3.75,2.5,3.625
467,"female",3,3.8,3.66666666666667,3.25,3.66666666666667,4.125,4.125,3.75,4.375,2.25,2.875,3.125,3.75,4.125,3.375,3.125,3.75,3.375,3.25,3.25,3.75,3.625,3.75,3.375,3.5,4,4.125,3.875,3.5
794,"male",3.24242424242424,3.4,3.44444444444444,3.625,3.16666666666667,3.375,3.875,2.875,3.125,3.125,4.375,2.875,3.375,3.5,4.25,3.5,4,3.375,3.375,3,2.875,2.875,2.75,3.375,3.25,1.75,2.75,3.625,3
202,"male",2.90909090909091,3.4,3.77777777777778,3.375,3.16666666666667,3.875,4.25,2.625,3.125,3.75,3.25,2.25,3.25,4.75,4,3.125,3.5,3.75,3.75,3.375,4.125,3,3.25,4.25,4.375,2.25,3,4.125,3.125
813,"female",3.27272727272727,3.7,4.11111111111111,3.375,4.16666666666667,3.875,4.125,2.625,3.875,2.25,1.875,2.5,3.75,4.25,4.375,3.875,4.125,4,3.75,3.75,4.25,2.375,3.75,2.125,3.875,3.625,3.75,3.625,3.75
176,"female",3.15151515151515,4.3,4.33333333333333,4.125,4.16666666666667,3,4.125,2,3.25,2.125,3,3.125,4.125,4.25,4.375,4.25,4.25,4,2.875,3.125,3.5,3.75,4.625,4.5,3.875,4,4,3.5,4.625
1115,"female",3.27272727272727,4.2,3.55555555555556,3.25,4.33333333333333,3.75,3.75,3.75,4.375,2.875,3.625,2.875,3.5,3.5,3.375,2.25,2.875,2.375,3,2.625,3.5,2.875,4.25,3.5,2.875,3,3.125,4,3.625
368,"male",3.18181818181818,2.6,3.66666666666667,3,3,3.375,3.75,3.125,2.625,2.375,1.75,1.5,3,4.375,3.625,2.25,4,2.125,2.75,2.75,3.625,5,4.875,3.875,3.875,3.375,4,2.5,2.75
273,"male",3.42424242424242,3.7,3.55555555555556,3.75,3.33333333333333,3.75,4.125,3.375,3.25,2.625,3.125,2.25,3.5,3.625,3.625,3.5,3.75,3.125,3,3.125,4,4,4.25,4.25,3.5,2.75,3.625,3,3.25
459,"male",3,3.6,3.88888888888889,3.25,3.33333333333333,3.875,4.125,3.625,3.625,1.375,3.25,2.75,3.125,4.25,4.375,3.75,3.875,2.875,2.25,2.625,2.875,2.625,3.875,3.5,3.5,3.375,3.25,3.5,3.625
245,"female",3.33333333333333,2.8,3.55555555555556,3.625,4.16666666666667,2.5,3.75,2.625,2.625,3.5,3.875,3.125,3.625,2.75,1.75,3.125,4,2.875,2.875,3.625,3.25,3.875,2.875,3.25,3.75,2.125,2,2.375,2.875
253,"female",3.36363636363636,5,4.88888888888889,4,3.83333333333333,4.75,4.75,2.75,3.875,3.875,1.875,3,4.5,5,4.25,4.125,4.375,3.5,1.875,2.75,4.375,3,3.75,4.625,2.75,1.75,1.375,2.875,2.375
1272,"male",3.39393939393939,3.7,3.88888888888889,3.375,4.16666666666667,3.875,4.875,3.75,3.5,1.875,3,2.25,3.5,4,4.375,4.125,4.375,1.75,2.75,3,4.125,4,4.5,3.5,4,3.625,3.625,3.875,4.5
941,"male",3.03030303030303,3.5,3.55555555555556,3.25,3.16666666666667,3.375,3.875,3.875,3.625,3.125,2.875,2.5,2.875,3.875,3.5,2.875,2.875,3.125,2.625,3.25,2.625,3.625,3.5,3.375,3.5,3.875,3.875,2.75,3.375
701,"male",3.21212121212121,3.5,3.88888888888889,3.25,3.33333333333333,3.875,4.25,3.75,3.125,2.5,2.5,2.125,3.125,4,3.875,3.25,4,3.5,3.25,3,4.125,3.25,4,3.875,3.625,3,3.875,3.375,3.25
83,"male",3.03030303030303,3.5,3.44444444444444,3,3,3.875,4.125,2.75,3.75,2.875,2.875,2.375,2.875,4.125,3.125,4,3.75,2.75,4,2.75,3.375,3.875,3.625,3.5,3.5,2.5,3.375,2.75,2.875
660,"male",3.24242424242424,4.3,3.77777777777778,4,3.33333333333333,3.75,4.875,3.25,3.75,1.625,2.625,2.625,3.375,3.875,4.25,3.75,4.25,3.875,4,3.75,4.375,4.25,4.75,4.125,4.625,3.75,4.375,3.875,3.5
466,"male",3.24242424242424,3.6,4.11111111111111,4.625,3.16666666666667,3.125,5,3.625,4,2.5,2.75,2.25,4.875,4.25,3.625,3.25,4,3.125,3.375,4.375,4.625,4.5,3.875,3.125,3.75,3,3.125,3,3.75
1208,"female",3.27272727272727,3.9,3.88888888888889,4.25,4,3.5,4,4.125,4,3.25,3.5,2.875,4,4,3.875,3.5,3.875,3,3.875,3.625,3.625,3.25,3.125,2.875,3.75,3.875,3.75,3.75,3.625
1074,"female",3.21212121212121,4.1,4.33333333333333,3.875,4.16666666666667,4.375,4.375,4.25,4.125,2.5,2.625,3.25,4.125,4,3.625,2.75,3.375,3.25,3.875,3.75,4.125,3.375,4,3.875,4.375,3.625,3.875,2.75,3
631,"female",3,4.1,3.77777777777778,3.875,3.16666666666667,4.625,4.875,4.5,3.5,2,3.125,2.875,4.375,4.375,4.5,3.75,4.5,3.875,3.375,3.125,3.375,3.5,3.5,3,3.875,3.875,3.375,3.625,4
1029,"female",3.21212121212121,4.2,3.88888888888889,3.625,4.66666666666667,4.25,2.875,4.25,3.375,2.5,2.75,1.75,2.625,3.375,3.625,1.625,3.25,1.875,2.75,2.875,4.25,4.625,3.375,2.875,4.25,4,2.5,4.625,3.25
94,"female",3.27272727272727,4,3.66666666666667,3.5,3.83333333333333,3.625,3.875,3.5,3.625,3.375,3.5,3,3.5,3.625,3.5,2.25,2.625,2.375,2.125,2.5,2.625,3.25,3.5,3.125,3.625,3.375,3.625,3.5,3.875
520,"male",3.09090909090909,3.6,4.55555555555556,4.125,4.66666666666667,1.875,1.125,1.75,2.125,2.75,4.125,3,3.75,4,2.25,3.375,4.375,2.75,2.375,3.25,3.625,4.125,4.5,4,3.125,3.625,3.375,4.375,4.875
546,"male",3.06060606060606,3.3,3.88888888888889,3.75,3.83333333333333,3.625,3.875,3.875,4.625,2.25,3.25,3.875,4.375,4.5,3.875,4.5,3.5,2.5,2.875,3.25,3.875,2.375,3.375,3.25,4.375,3.875,4.625,3.75,4.125
387,"female",3.09090909090909,3.7,3.77777777777778,3.75,3.5,3.875,3.375,3.125,3.5,3.25,2.375,2.375,2.875,4.125,3.75,3.5,3.625,2.25,2.75,3.25,3.375,3.375,3.75,3.25,3.625,2.875,2.875,3.125,2.75
882,"male",3,3.6,4.44444444444444,3,3.83333333333333,3.75,3.25,3.375,2.875,3.625,3.375,2.75,3.75,4.75,3.375,3.875,3.625,3,3.125,3.875,3.625,4.75,4.25,4.5,4.375,3.625,4.625,3.25,3
763,"male",2.96969696969697,4,3.66666666666667,3.375,3.33333333333333,3.5,4,3.875,3.875,2.875,3,3.25,3.75,3.875,3.875,3.375,3.375,2.625,3.875,3.875,3.125,3.75,3,3,4,2.375,3.75,3,3.5
1079,"female",3.21212121212121,4,3.88888888888889,3.625,4,4.5,4.25,4.625,4.125,2.125,2.625,2.5,3.375,3.875,3.75,3.125,3.875,3.875,3.5,3.375,3.625,2.875,3.75,3.25,3.25,4,4.375,3.625,3.875
6,"female",3.27272727272727,4.7,4.22222222222222,4,4.16666666666667,3.875,4.75,4.25,4.875,2.625,1.75,1.875,3.5,5,4.625,4.5,4.25,3.125,3,4,3.625,3,2.375,1.875,3.5,3.125,2.375,3.625,3.125
572,"male",3.15151515151515,4.7,3.66666666666667,3.5,2.66666666666667,4.75,4.625,3.125,3.125,1.875,2,1.5,2.625,5,4.75,3.875,4.625,4.25,3.375,4,4,4.125,5,3.625,3.875,4.25,4.375,4.5,4
739,"male",3.84848484848485,4.2,3.88888888888889,4.5,4.33333333333333,2.375,3.375,2,2.5,3.125,3.75,3.875,4.625,4.375,4,3.875,3.75,2.25,3.375,3.125,3.25,3.875,3.5,4.75,3.625,4,3.875,4.125,3.125
1365,"male",3.15151515151515,3.9,4,3.75,3.5,3.375,3.875,2.875,2.875,2.625,2.25,2.625,2.5,4.125,4.25,4.5,4.25,3,2.875,3.25,3.5,3.375,4.125,3.125,3.75,3.875,4.375,3.875,3.75
182,"female",3.24242424242424,3.9,4.33333333333333,3.75,3.83333333333333,4.875,4.5,4.75,4.75,2.5,2.5,2.5,4.125,4.5,4.375,2.875,4.625,4.125,3.875,4.125,4.125,3,3.625,2.75,3.625,4.25,2.75,3.25,3.75
1266,"female",3.15151515151515,3.8,4,3.5,4,3.625,4.125,4.25,4.125,2.625,3.375,3.75,3.625,4,3.75,3.75,3.5,2.75,3.25,3,3.5,3.5,4.25,3.125,3.125,3,3,3.25,3.25
261,"female",3.21212121212121,4.1,3.77777777777778,3.625,4.66666666666667,4,4.125,4.375,4.25,4.375,4.625,4.75,3.875,3.875,4.5,3.875,4,2.875,2.75,2.25,3.25,4.75,4,4.625,2.875,4,3.5,3.125,4.875
1338,"female",3.09090909090909,3.9,4.11111111111111,3.625,3.16666666666667,3.5,3.875,2.875,3.75,2.75,2.375,2.625,3.75,4.25,4.125,3.375,4,3.75,3.25,2.625,4.25,2.375,3.5,3,3.75,2.75,3.625,3.5,4
958,"male",3.36363636363636,4.4,4.66666666666667,4.25,4.16666666666667,2.625,4.375,2.125,2.875,1.75,2.5,2.375,3.625,4.875,4.375,4.125,4.875,3.25,3.375,4.125,4.5,4,4.5,4.25,4.125,2.375,3.625,3.5,2.75
590,"female",3.27272727272727,3.8,3.88888888888889,3.625,3.33333333333333,3.25,3.625,4.125,3.875,3,3,3.5,4,4.125,3.75,3.75,4,2.625,3.375,2.875,3.5,3.625,3.125,2.75,3.875,3.25,3.375,3.25,3.75
451,"female",3.24242424242424,4.2,3.77777777777778,4,3.5,3.875,4.5,3.875,4,2.875,2.875,2.625,3.5,4.25,3.75,2.5,4,3,2.875,3.375,4,4.125,4.125,3.875,4.5,3.625,3.75,4.25,4.125
510,"female",3.75757575757576,3,3.22222222222222,3.75,4.5,3.875,5,3.25,4.25,3.875,4.5,4.125,4.5,3,2.5,3.875,3.75,2.625,3.5,3,2.875,2.625,3.25,3.125,3,2.375,2,3.125,3
109,"male",3.21212121212121,2.6,3.77777777777778,3.625,3.83333333333333,3.5,3.375,3,3.375,2.5,3.375,3.125,3.25,4,3,3.5,3.375,2.75,3.375,2.875,3.125,4.25,3.25,3.5,3.375,3.375,4.25,3.125,3.75
1153,"male",3,3.8,4.22222222222222,3.875,4,3.375,3.75,3.25,2.75,2,2,3.75,3.5,4.125,4,2.375,4.25,3.5,2.125,3.375,2.25,2.75,3.875,2.5,2.625,2.875,3,3.5,4.75
312,"male",3.51515151515152,3.9,3.88888888888889,3.875,3.83333333333333,3.75,4,3.125,3.625,1.875,3,2.875,3,3,4.125,3.625,3.625,3.75,3.625,3.25,4.375,3.375,4,3.25,3.25,3.75,4.125,3.75,3.625
915,"female",3.03030303030303,4.1,4.33333333333333,3.875,3.5,3.375,4.75,2.125,3.25,2,2.875,2.375,3.25,4.75,4.5,4.375,4.625,3,3,3.75,2.875,4.375,4.125,4.25,3.875,3.5,3.25,3.625,2.875
407,"male",3.57575757575758,4.7,5,4.375,4.5,2.875,4.875,1.875,2.5,2.5,3.375,3.375,3.625,4.875,4.5,4.5,4.875,2.625,3.25,2.75,3.125,4.625,4.875,4.625,4.375,4.625,4.5,4.375,3.5
424,"female",3.06060606060606,4,4.22222222222222,3.875,3.66666666666667,3.875,4.75,3,4,3.25,3.875,2.75,3.875,4.875,3.5,3.875,4,3.75,2.75,3.75,3.125,3.25,3.875,3.625,3.5,4,4,3.5,3.125
1037,"female",3.21212121212121,4.6,4.55555555555556,4.375,4.66666666666667,3.5,4.625,4.125,3.875,3.75,4.25,3.625,4.375,4.75,4.375,3.75,3.5,3,2.875,2.375,2.375,4.5,3.75,2.125,2.625,4.25,4.625,3.875,3.75
839,"female",3.03030303030303,3.2,3.66666666666667,3.25,3.5,3.375,4,3.125,3.625,3.125,3.25,3.125,3.25,3.625,3.875,3.625,3.875,2.375,3,3.375,2.625,2.875,3.625,2.625,3.625,3.375,3.875,3.125,3.25
452,"female",3.12121212121212,3.5,3.22222222222222,3.75,4.5,4.75,4.75,3.5,4.125,3.875,4.375,4.375,3.375,4.375,1.5,3.75,2.625,2.25,3.75,3.5,2.75,4.25,2.875,2.125,2.25,3.25,2.375,2.5,2.5
1264,"male",3.03030303030303,4,4,3.375,3.16666666666667,3.375,3.375,2.75,3.25,1.75,2.75,1.875,2.375,4.25,3.875,3.25,3.75,2.375,3,2.25,3.5,4.125,4.625,3.375,4.25,3.125,4,4,3.625
539,"male",3.24242424242424,3.5,3.77777777777778,3.5,3.66666666666667,3.625,4.625,3.5,4.125,3.125,3.5,3,3.625,4,3.75,3.125,3,2.875,3,3.25,3.25,4.375,3.875,3.875,3.75,4.125,4,3.375,3.125
1015,"female",3.39393939393939,4.2,4.22222222222222,4.5,4.33333333333333,3.375,4.5,3.875,3.625,3.125,3,3.625,4,4.375,3.75,3.625,4.25,3.125,3.125,3.125,3.5,2.75,3.5,3.375,2.875,4.25,3,3.875,2.875
871,"female",3.72727272727273,3.9,3.33333333333333,4,4.66666666666667,3.875,3.75,3.875,4.25,3.25,4.25,4,4.625,3.25,2,2.125,2,1.75,2.5,2.125,1.5,1.75,3,2,2.625,4,4.5,4.125,3.75
1224,"male",3.09090909090909,3.9,4,3.5,3.5,2.625,3.625,2.375,2.5,2.625,2.875,2.75,3,4,4,3.75,3.875,2.5,2.75,2.625,3,3.625,3.875,4,4,4.25,3.875,4.125,3.875
1130,"female",3.39393939393939,3.9,4.11111111111111,4,4,3.375,3.75,3.125,2.75,3.375,3,4,4,4.375,3.75,4.25,4.25,2.75,3.125,3.125,3.5,4.625,4,3.875,4.125,3.75,3.5,3.375,2.875
819,"male",3.12121212121212,3.9,4,3.625,3.83333333333333,3.5,3.25,3.25,3.25,2.25,2.625,2.875,3,4.375,3.625,3.75,3.5,3.125,3.125,3.875,3.375,3.125,3.75,3.375,3.75,3.5,4,3.875,3.375
1031,"female",3.12121212121212,3.9,4,3.5,4,3.875,4,3.5,3.75,2.5,2.875,2.5,3.625,4,3.75,3.625,4,2.875,2.75,3.125,3.875,3.75,3.5,3.25,3.5,3.625,3.75,3.125,3.75
663,"male",3.18181818181818,3.8,3.66666666666667,3.5,3.66666666666667,4.625,3.625,3.5,3.75,2.375,2.875,1.625,3.375,3.375,4.25,3.125,3.625,2.375,2.75,3.875,3.375,4.375,4.375,3.875,4.25,2.875,3.75,3.625,3.625
859,"male",3.09090909090909,3.6,2.77777777777778,3,2.83333333333333,2.875,2.5,3.25,3.125,3.5,3.25,3.25,2.625,3.375,2.375,2.875,2.875,2.75,3.375,2.875,3.5,3.5,2.625,3,3,2.625,2.875,3.25,3.375
1035,"male",3.21212121212121,3.8,2.77777777777778,3.5,3.5,3.875,4.625,3.125,3.875,2.75,4,2.625,2.875,3.125,3.375,3.875,3.375,3.25,3,3,3.375,2.5,2.625,3.5,2.875,2.75,3.5,2.75,2.625
388,"male",3.42424242424242,4.3,4.44444444444444,4.125,4.5,3,3.5,2.375,3.5,1.125,2.375,2.25,2.125,4.625,4.75,4.125,4.625,4,3.75,2.875,3.25,4.25,4.5,3.875,3.25,4.5,4.75,4.625,4.625
45,"male",3.27272727272727,4,3.33333333333333,3.5,4,3.875,4.75,3.625,3.125,2.625,2.625,2.875,3.125,4.25,3.75,3,3.25,2.5,3.125,3,3.5,3.25,3.75,3.875,3.625,3.75,4.375,3.875,3.5
555,"female",3.24242424242424,3.7,3.55555555555556,3.625,3.83333333333333,3.375,3.625,3.625,3.875,3.875,4,3.875,4,3.625,3.5,3.125,3.125,3.375,3.375,3.5,3.625,3.625,3.125,2.875,3.125,3,3,3.25,3.25
1244,"female",3.21212121212121,4.8,4.33333333333333,3.375,3.33333333333333,4,4.375,4.125,3.625,2.875,2.625,2.125,3.375,4.875,3,2.375,3.875,2.875,3.5,3.625,4.25,4.125,4.25,3.375,4,2.375,3.5,2.375,2.625
438,"female",3.15151515151515,4.1,3.77777777777778,3.625,4.33333333333333,3.75,3.875,3.25,3.875,2.75,3.125,3.5,2.75,4.375,4.25,4,4,2.25,2.75,2.625,3.125,3.375,4,2.5,4,2.25,2.625,2.875,3
1141,"female",3.3030303030303,2.9,3.77777777777778,3.875,3.5,3.125,4,2.75,3.375,2.5,4,3.875,4.125,3.75,3.25,3.75,3,2.25,2.75,2.5,2.875,4.375,3.875,4.125,2.75,3.625,3.625,2.875,3.25
295,"male",2.96969696969697,3.5,3.44444444444444,3,3.33333333333333,3.625,4.5,2.5,2.875,2,3.5,2.25,3.5,3.375,3.375,3.125,3.375,2.625,2.625,2.5,2.875,2.375,4.5,2.875,3.375,2.375,2.625,3.25,3.25
164,"female",3.15151515151515,4.1,4.11111111111111,3.625,4.16666666666667,3.125,3.125,2.625,3.125,3,3,3.125,3.75,4.5,3.625,4,3.75,3,2.875,3.125,3.25,3.375,3.75,4,3.375,3.875,3.625,4,3.75
412,"female",3.15151515151515,4.6,4.11111111111111,4.375,3.66666666666667,3.5,4.375,3.375,4.25,2.5,2.125,2.625,3.375,4.875,4.375,4.375,4.875,4.125,3.125,3.875,4,2.625,3.875,2.625,3.125,3.75,4,3.75,3.5
386,"female",3.24242424242424,4.3,4.44444444444444,3.875,4.16666666666667,3,4.125,3.75,3.625,3.125,3.5,3.75,4,4.375,3.625,4,4.375,3.625,2.75,3.625,3.875,3.875,4.25,4.5,3.875,5,5,3.75,3.875
288,"female",3.54545454545455,4.3,4.55555555555556,4,4.5,3.375,3.625,3.75,3.875,2.125,2.75,2.125,3,4.5,4.75,3.5,4.125,3.75,3.875,3.5,3.375,2.375,4.125,4.25,3.25,4,3.125,4.125,4
96,"male",3.12121212121212,3.7,4.11111111111111,3.375,3.66666666666667,4,4.625,4,3.875,2.375,2.5,2.5,3,4.25,3.5,3.125,3.875,3.375,3.375,2.75,3.25,4.125,4.125,4,3.75,2.625,4,3.125,3.5
616,"female",3.57575757575758,3.3,4.33333333333333,4.375,4.5,4.125,4.875,2.75,3.625,2.75,3.5,3.625,2.75,4.25,3.875,4.25,3.875,3.25,2.75,3,3,4.75,3.625,4.375,3.75,2.625,4.5,3.75,3.5
81,"female",3.21212121212121,3.9,3.77777777777778,3.875,2.66666666666667,4.5,4.625,3.75,3.875,3.375,3,2.375,4.125,4.875,2.5,4,3.875,2.5,2.75,3,2.75,4.5,2.875,4.125,3.375,3.625,3.5,3,3.125
1333,"male",3.3030303030303,4.7,4.88888888888889,4.375,4.16666666666667,3.75,4.625,3.125,3.375,1.625,3.875,2.5,3.375,3.875,4.625,4,4.625,2.25,1.625,2.5,3.5,4,5,4.875,4.125,2.125,3.75,4.5,4.625
693,"male",2.93939393939394,1.8,2.77777777777778,2.5,3.33333333333333,3,3.75,3.5,2.75,2.375,2.75,1.875,1.75,2.625,3.875,1.125,2.25,2.875,2.125,2.5,2.375,2.375,4.375,3.25,3.25,3.25,4.625,3.375,3.625
1157,"female",3.09090909090909,3.5,4,3.625,3,4.625,4.375,4,4.5,4,1.875,3,3.75,4.25,3.5,3.875,4,3,3.5,3.75,3.75,3.625,3.5,3.375,4,2.375,2.75,2.25,2
913,"female",3.39393939393939,4.2,4.55555555555556,3.875,4,3.375,4.75,2.375,3.5,2,2.5,2.375,3.875,4.75,4.5,3.625,4.25,4.125,3.875,3.125,4.375,4.875,4.125,3.75,3.625,4.75,4.625,3.625,4
111,"female",3.15151515151515,4.5,4.88888888888889,4.125,3.66666666666667,3.75,4.5,4.75,4.25,1.625,2.125,3.5,4,5,3.625,2.625,4.75,3.375,3.25,4,4.125,4.125,3.875,3.75,4,4.125,4.5,3,3.625
1185,"female",3.06060606060606,3.5,3.88888888888889,3.5,3.16666666666667,3.125,3.625,3.125,3.375,3.125,2.375,2,2.375,4.5,3.625,3.125,4.125,2.375,2.625,2.875,2.875,3.75,3.875,3.875,3.375,2.5,4,3.25,3
855,"male",3.51515151515152,3.7,3.55555555555556,3.5,4.16666666666667,4,4.25,3,4.125,2.25,3.875,3,3.625,4.125,3.875,3.5,3.875,2,3,2.75,2.625,3.875,3.875,3.75,4,3.375,3.75,3.5,2.75
458,"female",3.12121212121212,3.7,3.44444444444444,3.5,3.5,3.875,4.125,3.375,3.5,3,4.375,3.375,3.625,3.5,3,3.75,3.625,2.875,3,3.25,2.5,4.125,4,3.875,3.375,3.25,3.875,3.125,3.375
1304,"male",3.93939393939394,3.2,2.77777777777778,3.5,3.16666666666667,2.625,2.625,3,2.625,2.5,3.625,2.875,3.5,3,3,3.125,2.75,3.375,3.375,2.25,3.5,3,2.875,3,3.25,3.25,3,3.25,3.375
1017,"male",3,2.5,2.88888888888889,3.25,3.33333333333333,4.25,4.375,4.375,4.5,2.5,4.375,3.625,3.625,3.375,2.5,2.625,3.125,2.25,3.375,2.375,2.625,3.125,3.5,2.75,3.125,3.625,3.5,3,2.875
414,"male",3.15151515151515,4.3,4.33333333333333,4.25,4,2.25,2.375,1.875,2,1.625,2.375,2.375,2.375,4.875,4.625,4.75,3.875,1.75,2.625,2.75,3.125,2,3.75,4.25,2.125,3.125,4.25,4,3.375
435,"male",3.15151515151515,4.1,4.55555555555556,3.375,2.16666666666667,3.25,2.75,3.25,2.5,2,1.125,1.125,1.375,4.75,4.625,3.75,4.625,3,2.375,2.625,4.5,4.125,4.5,2.625,3.875,1,2.125,3,2.5
1188,"male",3.18181818181818,4.1,4.44444444444444,3.625,3.83333333333333,4.125,4.5,4,3.625,3,2.875,3,3,4.75,4.5,3.625,4,2.375,3.375,3.625,3.875,3.625,3.5,3.625,4.25,4.25,3.875,3.625,3.75
30,"male",3.09090909090909,3.7,4.33333333333333,4.25,3.33333333333333,4.625,4.75,4.375,4.25,2.625,2.125,2.875,3.125,4.5,4,3.625,4.25,4.5,4.125,4.25,4.375,4.375,4.25,4,4.75,4.5,4.5,4.375,3.25
661,"male",3.33333333333333,4.3,4,4.5,4.16666666666667,3.5,4.375,3.25,3.375,2.75,3.625,2.75,3.875,4.875,4.625,4.5,4.375,2.625,3.625,3.75,3.75,4.5,4.375,4.375,4.125,3,3.625,4.25,3.375
656,"female",3.06060606060606,3.6,4.22222222222222,4.5,3.5,4.25,4.625,3.625,4.625,2.375,2.375,2.875,4.25,5,4.125,4.5,3.875,3.125,3.875,3.5,3.75,4.75,4.375,4.625,4,3,3.25,3.75,2.875
773,"male",2.87878787878788,3.6,4,3.5,4.16666666666667,3.25,3.625,3,3.75,2.875,3.75,2.125,2.5,4.625,4.25,3,4.25,2.5,2.125,3.375,1.75,3.125,4.375,3.375,2.625,3.75,3.875,4.125,2.625
1309,"female",3.24242424242424,4,3.66666666666667,4,3,3.75,4.625,3.625,4.125,3.25,3.75,2.625,4.5,3.625,2.375,2.875,4.125,1.875,3.5,3,3.75,4.625,4.125,4.875,4.5,2.25,1.375,1.875,2.25
313,"female",3.3030303030303,3.6,3.22222222222222,3.625,3.16666666666667,3.25,4.25,3.125,4,3.5,3.25,2.875,3.625,4.125,3.375,4,3.25,2.5,3.25,3.25,3.5,4.375,3,3.875,3.5,3,2.75,2.75,2.875
1080,"male",3.15151515151515,3.8,3.77777777777778,3.625,3.5,3.25,3.625,3,2.875,2.625,3,2.625,3.5,4,3.625,3.375,4,3.625,3.25,3.25,3.25,4,3.875,3.75,4,3.625,3.875,3.375,3.125
553,"male",3.36363636363636,4.2,3.77777777777778,3.875,3.66666666666667,3.375,3.875,2.625,3.375,2,2.125,2.375,2.5,4.25,4.375,3.875,4,3.5,3,3.625,3.75,4,4.125,2.75,3.5,3.375,3.875,3.875,3
1173,"male",3.48484848484848,3.8,3.88888888888889,3.75,4.33333333333333,2.75,3.875,4.375,4.5,2.125,2.875,3.625,3.5,4,3.5,3.625,3.25,1.25,3.875,1.875,3.75,2.5,3.875,4,3.125,2.75,4.75,3.625,3.875
736,"male",3.15151515151515,3.4,4.11111111111111,3.375,4,2.625,3,2.375,2.625,2.375,3.375,2.625,4.125,4.875,3.5,3.125,4.375,2.125,3.875,3.25,4,4.375,3.25,3.75,2.875,2.875,3.5,3.125,3
1328,"female",3.45454545454545,3.7,3,3.75,3.66666666666667,3.25,2.75,2.75,3.5,3.125,3.875,3,3.625,3.5,2.5,3.625,3,1.625,2.875,2.875,3.375,4.875,3.75,3.875,3.625,1.75,2.5,1.5,2.5
1070,"female",3.12121212121212,4,4.11111111111111,4,4,3.375,4,3.625,2.625,2.375,2.25,2.875,3.875,4.625,4.625,3.625,3.875,2.75,3.125,2.875,3.875,1.5,4.25,3.125,3.625,3,3.375,4.125,3.375
455,"female",3.24242424242424,4.4,4.44444444444444,3.875,4.33333333333333,4.375,4.625,4.375,4.375,3.125,3.625,2.25,3.125,4.625,4.5,4.5,4.625,3.625,3,3.75,3.25,1.375,3.75,2.75,3.375,2.125,1.5,4,3.75
1186,"female",3.18181818181818,4.6,3.88888888888889,3.875,3.83333333333333,3.875,4.25,3.5,3.875,3.25,3.875,3,3.625,4.75,3.25,3.25,3.75,2,2.25,2.625,3.375,3.5,3.5,3.875,2.5,4.125,3.125,3.875,3.625
242,"male",3.33333333333333,3.1,4.33333333333333,3.625,3.5,3.375,4.25,3.25,3,2.25,2.5,2.875,3,3.75,3.875,4,4.125,4.125,3.625,3.875,4,3.875,4.625,3.75,3.75,3.625,3.75,3.875,4
1339,"female",3.27272727272727,4.5,4,4.125,3.66666666666667,4.625,4.875,4.25,4.625,2.375,1.75,2.25,4.125,4.25,3.5,3.5,3.75,4.25,4.25,4.25,4.625,2.875,3.75,2.125,3.25,3.875,3.125,3.625,3.625
692,"female",2.93939393939394,3.9,3.77777777777778,3.125,3.5,3.125,4.125,2.375,4.125,4.125,2.75,1.875,3.25,4,1.75,2.25,3.375,2.5,1.875,3.375,3.875,4.875,3.5,4.625,2.75,2.75,3.375,1.875,2.5
301,"male",3.21212121212121,3.7,3.77777777777778,3.625,4.33333333333333,3.75,4.25,3.75,3.5,2.125,3.5,2.875,4.375,3.75,3.25,3.125,3.625,3.5,2.5,3.375,4,2.875,4.125,4,3.5,3.875,4.125,4.25,3.875
986,"female",3.24242424242424,3.6,2.88888888888889,3.375,4.33333333333333,3.625,3.875,4,4,3.375,4.625,2.875,4.125,2.875,2.5,2.375,2.125,1.625,3.5,2.875,2.25,4.125,3.5,4.5,3.125,3.625,3,3.875,2.875
